Field1,Field2,Field3
6-58-01-05/1-0034,วิสาหกิจชุมชนผู้รวบรวมผลผลิตการเกษตรผักผลไม้ปลอดภัยบ้านนาป่าแปก,"
                                        52/1  หมู่ 4  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0613525118 
                                    "
6-58-01-05/1-0035,วิสาหกิจชุมชนกาแฟปางอุ๋ง,"
                                        18/  หมู่ 5  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0996322139 
                                    "
6-58-01-05/1-0036,วิสาหกิจชุมชนสร้างป่าสร้างรายได้บ้านทบศอก,"
                                        89  หมู่ 8  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0979499490 
                                    "
6-58-01-05/1-0037,วิสาหกิจชุมชนกลุ่มเลี้ยงโคและกระบือขุนบ้านแม่สะงา,"
                                        114  หมู่ 2  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0895582361 
                                    "
6-58-01-05/1-0038,วิสาหกิจชุมชนกลุ่มผู้เลี้ยงโค-กระบือขุนและปลูกพืชอาหารสัตว์,"
                                        201  หมู่ 9  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0989522295 
                                    "
6-58-01-05/1-0039,วิสาหกิจชุมชนเกษตรยั่งยืนสู่การท่องเที่ยว,"
                                        18/2  หมู่ 5  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0871921255 
                                    "
6-58-01-05/1-0040,วิสาหกิจชุมชนไม้งามหมอกจำแป่,"
                                        299/1  หมู่ 1  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0902099917 
                                    "
6-58-01-05/1-0041,วิสาหกิจชุมชนกลุ่มสายสาละวินการค้า,"
                                        19  หมู่ 9  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0927371497 
                                    "
6-58-01-05/1-0042,วิสาหกิจชุมชนโกโก้ล้ำลำ,"
                                        34/1  หมู่ 1  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0871728555 
                                    "
6-58-01-05/1-0043,วิสาหกิจชุมชนวิถีกสิกรรมกระเหรี่ยงแดง,"
                                        84  หมู่ 8  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0915289329 
                                    "
6-58-01-05/2-0010,เครือข่ายวิสาหกิจชุมชนกาแฟแม่ฮ่องสอน,"
                                        31  หมู่ 5  ต.หมอกจำแป่  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0958171499 
                                    "
6-58-01-06/1-0001,วิสาหกิจชุมชนหมอกมุงเมือง,"
                                        17  หมู่ 2  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0812875017 
                                    "
6-58-01-06/1-0003,วิสาหกิจชุมชนต้นบุญ,"
                                        17  หมู่ 2  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-06/1-0015,วิสาหกิจชุมชนกลุ่มเกษตรกรบ้านนาปลาจาด1,"
                                        199  หมู่ 4  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-06/1-0016,วิสาหกิจชุมชนกลุ่มรวบรวมผลผลิตการเกษตรบ้านนาปลาจาด1,"
                                        124  หมู่ 4  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-06/1-0017,วิสาหกิจชุมชนกลุ่มตัดเย็บผ้าตำบลห้วยผา,"
                                        78  หมู่ 4  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0898544634 
                                    "
6-58-01-06/1-0018,วิสาหกิจชุมชนวิสาหกิจชุมชนกลุ่มเย็บผ้าห่มบ้านนาปลาจาด,"
                                        13/1  หมู่ 4  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0804976900 
                                    "
6-58-01-06/1-0020,วิสาหกิจชุมชนกลุ่มเลี้ยงสัตว์บ้านทุ่งมะส้าน,"
                                        79  หมู่ 5  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0895577212 
                                    "
6-58-01-06/1-0022,วิสาหกิจชุมชนกลุ่มเลี้ยงสัตว์บ้านนาปลาจาด,"
                                        110  หมู่ 4  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0844846167 
                                    "
6-58-01-06/1-0023,วิสาหกิจชุมชนกลุ่มเกษตรผสมผสานบ้านทุ่งมะส้าน,"
                                        14/1  หมู่ 5  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0811637699 
                                    "
6-58-01-06/1-0024,วิสาหกิจชุมชนเลี้ยงโคและกระบือพื้นเมืองบ้านห้วยผึ้ง,"
                                        7  หมู่ 3  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0807917139 
                                    "
6-58-01-06/1-0025,วิสาหกิจชุมชนเลี้ยงสัตว์โคและกระบือบ้านแม่สุยะ,"
                                        35/2  หมู่ 6  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-06/1-0026,วิสาหกิจชุมชนเลี้ยงสัตว์บ้านห้วยส้านใหม่,"
                                        3/1  หมู่ 7  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0810274300 
                                    "
6-58-01-06/1-0028,วิสาหกิจชุมชนเลี้ยงโคกระบือบ้านห้วยซลอบ,"
                                        129  หมู่ 1  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0811661640 
                                    "
6-58-01-06/1-0030,วิสาหกิจชุมชนบ้านห้วยส้านใหม่,"
                                        3  หมู่ 7  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0970254119 
                                    "
6-58-01-06/1-0031,วิสาหกิจชุมชนเลี้ยงโคบ้านห้วยผึ้ง,"
                                        33/1  หมู่ 3  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0811686799 
                                    "
6-58-01-06/1-0032,วิสาหกิจชุมชนปลูกป่าสร้างรายได้ทุ่งมะส้าน,"
                                        63  หมู่ 5  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0850290039 
                                    "
6-58-01-06/1-0033,วิสาหกิจชุมชนปลูกผักปลอดสารพิษบ้านนาปลาจาด,"
                                        27  หมู่ 4  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0903257200 
                                    "
6-58-01-06/1-0034,วิสาหกิจชุมชนกลุ่มเลี้ยงโค-กระบือบ้านคาหาน,"
                                        58/2  หมู่ 4  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0881397400 
                                    "
6-58-01-06/1-0035,วิสาหกิจชุมชนกลุ่มเพาะเห็ดบ้านน้ำกัด,"
                                        52/1  หมู่ 2  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0896323153 
                                    "
6-58-01-06/1-0036,วิสาหกิจชุมชนเลี้ยงวัวบ้านน้ำกัด,"
                                        92  หมู่ 2  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0856148244 
                                    "
6-58-01-06/1-0037,วิสาหกิจชุมชนกลุ่มเพาะเลี้ยงสัตว์น้ำบ้านน้ำกัด,"
                                        2/1  หมู่ 2  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0623088719 
                                    "
6-58-01-06/1-0038,วิสาหกิจชุมชนเกษตรผสมผสานบ้านน้ำกัด,"
                                        88/8  หมู่ 2  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0931414244 
                                    "
6-58-01-06/1-0039,วิสาหกิจชุมชนกลุ่มเลี้ยงสัตว์ปีกบ้านน้ำกัด,"
                                        8  หมู่ 2  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0971576669 
                                    "
6-58-01-06/1-0040,วิสาหกิจชุมชนจุดผ่อนปรนชายแดนบ้านห้วยผึ้ง,"
                                        5/3  หมู่ 3  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0995041994 
                                    "
6-58-01-06/1-0041,วิสาหกิจชุมชนกลุ่มปลูกกระเทียมและพืชผักปลอดภัยนาปลาจาด,"
                                        91  หมู่ 4  ต.ห้วยผา  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0804976900 
                                    "
6-58-01-09/1-0002,วิสาหกิจชุมชนกลุ่มผู้ปลูกไม้ผลบ้านห้วยไม้ดำ,"
                                        47/1  หมู่ 9  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0857155415 
                                    "
6-58-01-09/1-0013,วิสาหกิจชุมชนกลุ่มสตรีทอผ้าบ้านห้วยฮี้,"
                                        41  หมู่ 8  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-01-09/1-0016,วิสาหกิจชุมชนเกษตรกรบ้านหนองขาวเหนือ,"
                                        13/7  หมู่ 3  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0971411754 
                                    "
6-58-01-09/1-0017,วิสาหกิจชุมชนกาแฟบ้านห้วยไม้ดำ,"
                                        111  หมู่ 9  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0961952878 
                                    "
6-58-01-09/1-0018,วิสาหกิจชุมชนผู้เลี้ยงสัตว์บ้านห้วยปูเลย,"
                                        34/1  หมู่ 10  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0958756265 
                                    "
6-58-01-09/1-0019,วิสาหกิจชุมชนผู้เลี้ยงสัตว์ห้วยปูลิงหมู่ 1,"
                                        37/3  หมู่ 1  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0864379946 
                                    "
6-58-01-09/1-0020,วิสาหกิจชุมชนผู้รวบรวมกาแฟและผลผลิตผักผลไม้ปลอดภัยห้วยปูลิง,"
                                        22  หมู่ 9  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0955946200 
                                    "
6-58-01-09/1-0021,วิสาหกิจชุมชนเกษตรอินทรีย์ชุมชนบ้านห้วยปูลิง,"
                                        27/2  หมู่ 1  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0864379923 
                                    "
6-58-01-09/1-0022,วิสาหกิจชุมชนการท่องเที่ยวโดยชุมชนบ้านห้วยตองก๊อ,"
                                        66/1  หมู่ 7  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0970971952 
                                    "
6-58-01-09/1-0023,วิสาหกิจชุมชนผู้สูงอายุบ้านห้วยปูลิง,"
                                        54/2  หมู่ 1  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0909331933 
                                    "
6-58-01-09/1-0024,วิสาหกิจชุมชนกลุ่มเกษตรกรบ้านป่าคา,"
                                        52/1  หมู่ 6  ต.ห้วยปูลิง  อ.เมืองแม่ฮ่องสอน  จ.แม่ฮ่องสอน โทรศัพท์ 0829948894 
                                    "
