Field1,Field2,Field3
6-50-03-07/1-0050,วิสาหกิจชุมชนเกษตรยอดภู,"
                                        20  หมู่ 10  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-07/1-0051,วิสาหกิจชุมชนสร้างป่าสร้างรายได้ เซโดซา ปางหินฝน,"
                                        143  หมู่ 9  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-07/1-0052,วิสาหกิจชุมชนสร้างป่าสร้างรายได้บ้านแม่ขอมใต้ ปางหินฝน,"
                                        150  หมู่ 1  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0928247563 
                                    "
6-50-03-07/1-0055,วิสาหกิจชุมชนไผ่เงินล้าน บ้านดินขาว,"
                                        6  หมู่ 13  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0901321614 
                                    "
6-50-03-07/1-0056,วิสาหกิจชุมชนกาแฟแม่แฮใต้,"
                                        69  หมู่ 9  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0821934174 
                                    "
6-50-03-07/1-0057,วิสาหกิจชุมชนไผ่บ้านแม่ตูม,"
                                        99  หมู่ 4  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-07/1-0059,วิสาหกิจชุมชนเลี้ยงวัวบ้านพุย,"
                                        131  หมู่ 2  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0845689797 
                                    "
6-50-03-07/1-0060,วิสาหกิจชุมชนโคเนื้อบ้านพุย,"
                                        151  หมู่ 2  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0930437940 
                                    "
6-50-03-07/1-0061,วิสาหกิจชุมชนSAZOMOO ตำบลปางหินฝน,"
                                        115  หมู่ 1  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0909408291 
                                    "
6-50-03-07/1-0062,วิสาหกิจชุมชนต้อซ๊า (Toj xab),"
                                        72  หมู่ 2  ต.ปางหินฝน  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0871963048 
                                    "
6-50-03-08/1-0009,วิสาหกิจชุมชนกลุ่ม่ข้าวกล้องแม่บ้านแม่หลุ,"
                                        122  หมู่ 2  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 071738472 
                                    "
6-50-03-08/1-0041,วิสาหกิจชุมชนวิสาหกิจชุมชนกลุ่มข้าวโพดเลี้ยงสัตว์บ้านแม่หลุ,"
                                        162  หมู่ 2  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-08/1-0060,วิสาหกิจชุมชนกองแขกเหนือผ้าทอมือ,"
                                        10  หมู่ 7  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-08/1-0061,วิสาหกิจชุมชนผู้ปลูกข้าวโพดบ้านโม่งหลวง 1,"
                                        111  หมู่ 6  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-08/1-0064,วิสาหกิจชุมชนกลุ่มเฟอร์นิเจอร์หัวดอย,"
                                        100  หมู่ 3  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-08/1-0070,วิสาหกิจชุมชนกลุ่มเลี้ยงโคบ้านกองแขกเหนือ,"
                                        66  หมู่ 7  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-08/1-0071,วิสาหกิจชุมชนกลุ่มผู้ปลูกกระหล่ำปลอดสารพิษ,"
                                        108  หมู่ 5  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0811685024 
                                    "
6-50-03-08/1-0072,วิสาหกิจชุมชนกลุ่มเลี้ยงโคบ้านอมเม็ง,"
                                        219  หมู่ 8  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0995504960 
                                    "
6-50-03-08/1-0074,วิสาหกิจชุมชนพยัคฆ์คอฟฟี่,"
                                        178  หมู่ 2  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0806758838 
                                    "
6-50-03-08/1-0075,วิสาหกิจชุมชนกลุ่มผลิตเมล็ดพันธุ์ข้าวโพด ก.ข.,"
                                        105  หมู่ 11  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0871781931 
                                    "
6-50-03-08/1-0077,วิสาหกิจชุมชนกลุ่มกาแฟดอยผ้าขาว,"
                                        24/1  หมู่ 2  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0648342246 
                                    "
6-50-03-08/1-0082,วิสาหกิจชุมชนเลี้ยงวัวบ้านผาผึ้ง,"
                                        97  หมู่ 9  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-08/1-0087,วิสาหกิจชุมชนเลี้ยงโค-กระบือ อมเม็ง,"
                                        103  หมู่ 8  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0612927522 
                                    "
6-50-03-08/1-0088,วิสาหกิจชุมชนเลี้ยงหมูอมเม็ง,"
                                        76  หมู่ 8  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0643438459 
                                    "
6-50-03-08/1-0090,วิสาหกิจชุมชนกลุ่มไผ่บ้านแม่หลุ,"
                                        117  หมู่ 2  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0844817156 
                                    "
6-50-03-08/1-0091,วิสาหกิจชุมชนไผ่เงินล้าน บ้านนายางดิน-กองแขกเหนือ,"
                                        222  หมู่ 12  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-03-08/1-0092,วิสาหกิจชุมชนกลุ่มออมทรัพย์ทอผ้ากองแขกใต้,"
                                        5  หมู่ 11  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0932291894 
                                    "
6-50-03-08/1-0094,วิสาหกิจชุมชนอินทรีย์วิถีไทยบ้านแม่หลุ,"
                                        174  หมู่ 2  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0641149699 
                                    "
6-50-03-08/1-0095,วิสาหกิจชุมชนกลุ่มปลูกข้าวโพดบ้านโม่งหลวง 2,"
                                        104/1  หมู่ 6  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0902876649 
                                    "
6-50-03-08/1-0096,วิสาหกิจชุมชนเกษตรคนกล้าบ้านแม่คงคา,"
                                        4  หมู่ 10  ต.กองแขก  อ.แม่แจ่ม  จ.เชียงใหม่ โทรศัพท์ 0910387523 
                                    "
