Field1,Field2,Field3
6-58-05-05/1-0040,วิสาหกิจชุมชนกาแฟแปรรูปแปลงใหญ่ละอูบ,"
                                        22  หมู่ 6  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0863937727 
                                    "
6-58-05-05/1-0041,วิสาหกิจชุมชนสร้างป่าสร้างรายได้บ้านละอูบ,"
                                        76  หมู่ 6  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0613297190 
                                    "
6-58-05-05/1-0042,วิสาหกิจชุมชนกลุ่มผ้าทอสตรีละว้าบ้านดง,"
                                        126/1  หมู่ 5  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0849489127 
                                    "
6-58-05-05/1-0043,วิสาหกิจชุมชนผ้าทอลายตวนบ้านละอูบ,"
                                        64  หมู่ 6  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0885854847 
                                    "
6-58-05-05/1-0044,วิสาหกิจชุมชนเกษตรธรรมชาติสร้างป่าสร้างรายได้บ้านละอูบ,"
                                        136  หมู่ 6  ต.ห้วยห้อม  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0813523715 
                                    "
6-58-05-06/1-0011,วิสาหกิจชุมชนบ้านแม่ขีด,"
                                        33/1  หมู่ 3  ต.แม่นาจาง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0958845260 
                                    "
6-58-05-06/1-0012,วิสาหกิจชุมชนกาแฟบ้านแม่สะแมง,"
                                        25  หมู่ 6  ต.แม่นาจาง  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0931685081 
                                    "
6-58-05-07/1-0001,วิสาหกิจชุมชนแปรรูปกล้วยบ้านแม่ปาง,"
                                        56  หมู่ 1  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-07/1-0004,วิสาหกิจชุมชนสหกรณ์โครงการธนาคารอาหารชุมชนบ้านแม่ปาง  จำกัด,"
                                        55  หมู่ 1  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-07/1-0015,วิสาหกิจชุมชนแปรรูปผลิตผลการเกษตรบ้านแม่ปาง,"
                                        55  หมู่ 1  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-07/1-0017,วิสาหกิจชุมชนกลุ่มปลูกบุกห้วยตองก้อ,"
                                        45  หมู่ 4  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-07/1-0018,วิสาหกิจชุมชนบุกบ้านหัวตาด,"
                                        11/2  หมู่ 8  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-07/1-0019,วิสาหกิจชุมชนกล้วยน้ำหว้าบ้านหัวตาด,"
                                        14/2  หมู่ 8  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-07/1-0020,วิสาหกิจชุมชนคนปลูกผักกินเอง,"
                                        21/1  หมู่ 1  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0987637423 
                                    "
6-58-05-07/1-0021,วิสาหกิจชุมชนผู้ปลูกบุกบ้านแม่ปาง,"
                                        55/1  หมู่ 1  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0986745778 
                                    "
6-58-05-07/1-0022,วิสาหกิจชุมชนโคแก้จนบ้านแม่ปาง,"
                                        36/1  หมู่ 1  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-07/1-0024,วิสาหกิจชุมชนปลูกไผ่ซางหม่นบ้านแม่ปาง,"
                                        33/2  หมู่ 1  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0640641852 
                                    "
6-58-05-07/1-0025,วิสาหกิจชุมชนผ้าทอมือตำบลสันติคีรี,"
                                        107/1  หมู่ 1  ต.สันติคีรี  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0932523929 
                                    "
6-58-05-08/1-0011,วิสาหกิจชุมชนเลี้ยงโคเนื้อและกระบือบ้านขุนแม่ลา,"
                                        98  หมู่ 1  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0979717446 
                                    "
6-58-05-08/1-0014,วิสาหกิจชุมชนปศุสัตว์เลี้ยงแพะ,"
                                        45/1  หมู่ 3  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0979513370 
                                    "
6-58-05-08/1-0016,วิสาหกิจชุมชนเกษตรกลุ่มเลี้ยงสัตว์,"
                                        6/11  หมู่ 1  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0930326209 
                                    "
6-58-05-08/1-0017,วิสาหกิจชุมชนโคเนื้อพอเพียงขุนแม่ลา,"
                                        16  หมู่ 1  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0821765431 
                                    "
6-58-05-08/1-0018,วิสาหกิจชุมชนเกษตรผสมผสานบ้านป่าแก่ ม.3,"
                                        27/6  หมู่ 3  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0879157649 
                                    "
6-58-05-08/1-0019,วิสาหกิจชุมชนเกษตรกรรมยั่งยืนแม่ลาป่าแก่,"
                                        31/6  หมู่ 3  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0953952122 
                                    "
6-58-05-08/1-0020,วิสาหกิจชุมชนเกษตรพอเพียงตามรอยพ่อส้มป่อย,"
                                        17/5  หมู่ 2  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0641213909 
                                    "
6-58-05-08/1-0024,วิสาหกิจชุมชนเกษตรปศุสัตว์ขุนแม่ลาเลี้ยงโคเนื้อ,"
                                        42  หมู่ 1  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0838087586 
                                    "
6-58-05-08/1-0026,วิสาหกิจชุมชนขุนแม่ลาน้อยใต้ร่วมใจเลี้ยงโคกระบือ,"
                                        37/8  หมู่ 1  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-08/1-0028,วิสาหกิจชุมชนพืชสมุนไพรและเกษตรทั่วไป ม.1 ขุนแม่ลาน้อย,"
                                        68/1  หมู่ 1  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-08/1-0029,วิสาหกิจชุมชนเกษตรผสมผสานบ้านขุนแม่ลา,"
                                        6/9  หมู่ 1  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0861791497 
                                    "
6-58-05-08/1-0030,วิสาหกิจชุมชนรวมใจพัฒนาการเกษตรขุนแม่ลาใต้,"
                                        37/9  หมู่ 1  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0838489236 
                                    "
6-58-05-08/1-0032,วิสาหกิจชุมชนอมลานสร้างเนื้อสร้างตัวการเกษตร,"
                                        76  หมู่ 2  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0931956269 
                                    "
6-58-05-08/1-0033,วิสาหกิจชุมชนกลุ่มเกษตรผสมผสานบ้านอมลาน,"
                                        34  หมู่ 2  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์   
                                    "
6-58-05-08/1-0034,วิสาหกิจชุมชนเกษตรผสมผสานบ้านฟักทอง,"
                                        26/1  หมู่ 4  ต.ขุนแม่ลาน้อย  อ.แม่ลาน้อย  จ.แม่ฮ่องสอน โทรศัพท์ 0646943744 
                                    "
