RegisterNo,ProvinceID,AmphurID,Name,Address
6-50-09-01/1-0058,50,09,วิสาหกิจชุมชนช่างตีเหล็กตำบลเวียง,"
                                        666  หมู่ 3  ต.เวียง  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0 
                                    "
6-50-09-01/1-0059,50,09,วิสาหกิจชุมชนส่งเสริมกลุ่มชาติพันธุ์เพื่อพัฒนาการศึกษาและอาชีพตำบลเวียง,"
                                        29  หมู่ 10  ต.เวียง  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 052001071 
                                    "
6-50-09-01/1-0060,50,09,วิสาหกิจชุมชนบ้านสันทรายคองน้อย,"
                                        159  หมู่ 6  ต.เวียง  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0932629353 
                                    "
6-50-09-03/1-0006,50,09,วิสาหกิจชุมชนส้มรุ่งอรุณ,"
                                        68  หมู่ 3  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 095561866 
                                    "
6-50-09-03/1-0011,50,09,วิสาหกิจชุมชนส้มอินทรีย์,"
                                        55/1  หมู่ 10  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-03/1-0018,50,09,วิสาหกิจชุมชนกลุ่มสมุนไพรดาราอ้างดอยอ่างขาง,"
                                        348  หมู่ 14  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0828919767 
                                    "
6-50-09-03/1-0030,50,09,วิสาหกิจชุมชนกาแฟท่านเจ้าคุณ(เมืองฝาง),"
                                        281  หมู่ 9  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 053886211 
                                    "
6-50-09-03/1-0034,50,09,วิสาหกิจชุมชนผักปลอดสารพิษ,"
                                        22  หมู่ 2  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0999121774 
                                    "
6-50-09-03/1-0035,50,09,วิสาหกิจชุมชนส้มสายน้ำผึ้งฝาง,"
                                        83/1  หมู่ 10  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0857061149 
                                    "
6-50-09-03/1-0036,50,09,วิสาหกิจชุมชนกลุ่มแปรรูปผลผลิตทางการเกษตรบ้านขอบด้ง,"
                                        90  หมู่ 14  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0861815848 
                                    "
6-50-09-03/1-0037,50,09,วิสาหกิจชุมชนลูกประคบสมุนไพรบ้านม่อนปิ่น,"
                                        152  หมู่ 13  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0946815279 
                                    "
6-50-09-03/1-0038,50,09,วิสาหกิจชุมชนเก๊าฝาง กลุ่มเกษตรทฤษฎีใหม่,"
                                        30  หมู่ 2  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0910687776 
                                    "
6-50-09-03/1-0039,50,09,วิสาหกิจชุมชนกลุ่มเกษตรกรอนุรักษ์บ้านดอยป่าคา,"
                                        52  หมู่ 11  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-03/1-0040,50,09,วิสาหกิจชุมชนแปรรูปสมุนไพรครบวงจร,"
                                        51  หมู่ 12  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-03/1-0041,50,09,วิสาหกิจชุมชนตามรอยพ่อ 99/2019,"
                                        55  หมู่ 12  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0828826378 
                                    "
6-50-09-03/1-0042,50,09,วิสาหกิจชุมชนเพชรเกษตร พารวย,"
                                        155  หมู่ 13  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0947528955 
                                    "
6-50-09-03/1-0043,50,09,วิสาหกิจชุมชนกลุ่มแปรรูปผลผลิตทางการเกษตร บ้านสุชาดา,"
                                        181  หมู่ 2  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0871864745 
                                    "
6-50-09-03/1-0044,50,09,วิสาหกิจชุมชนงัวตอมม่อนปิ่น,"
                                        317  หมู่ 3  ต.แม่คะ  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-03/1-0045,50,09,วิสาหกิจชุมชนผู้ปลูกไผ่พลังงานลุ่มน้ำฝาง,"
                                        80/2  หมู่ 8  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0815955850 
                                    "
6-50-09-03/1-0046,50,09,วิสาหกิจชุมชนนางฟ้าเวียงหวาย,"
                                        44  หมู่ 4  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0895566705 
                                    "
6-50-09-03/1-0047,50,09,วิสาหกิจชุมชนเมืองสมุนไพรไทย เชียงใหม่,"
                                        108  หมู่ 5  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0903185874 
                                    "
6-50-09-03/1-0048,50,09,วิสาหกิจชุมชนกลุ่มแม่บ้านบ้านนอแลตำบลม่อนปิ่น,"
                                        239  หมู่ 14  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0918639851 
                                    "
6-50-09-03/1-0049,50,09,วิสาหกิจชุมชนกลุ่มแม่บ้านเกษตรกรบ้านหัวนา,"
                                        150  หมู่ 6  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-03/1-0050,50,09,วิสาหกิจชุมชนโปรแคร์ ไทยเฮิร์บ เพื่อโลก เพื่อเรา,"
                                        214  หมู่ 10  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0818850028 
                                    "
6-50-09-03/1-0051,50,09,วิสาหกิจชุมชนกลุ่มเกษตรกรแปลงใหญ่หอมหัวใหญ่ ต.ม่อนปิ่น,"
                                        57  หมู่ 1  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0 
                                    "
6-50-09-03/1-0052,50,09,วิสาหกิจชุมชนนอแล ฟาร์ม,"
                                        92  หมู่ 14  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0957653559 
                                    "
6-50-09-03/1-0053,50,09,วิสาหกิจชุมชนเย็บปักผ้าพื้นเมืองบ้านเด่นชัย,"
                                        111  หมู่ 13  ต.ม่อนปิ่น  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0622544669 
                                    "
6-50-09-04/1-0001,50,09,วิสาหกิจชุมชนพัฒนาห้วยห้อม,"
                                        15  หมู่ 1  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 053293637 
                                    "
6-50-09-04/1-0003,50,09,วิสาหกิจชุมชนยี่ศิริไพศาล,"
                                        73  หมู่ 12  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 016027136 
                                    "
6-50-09-04/1-0011,50,09,วิสาหกิจชุมชนแปรรูปผลผลิตการเกษตรบ้านยาง,"
                                        233  หมู่ 12  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0841507064 
                                    "
6-50-09-04/1-0022,50,09,วิสาหกิจชุมชนแม่บ้านเกษตรกรบ้านยางแปรรูปอาหารจีนฮาลาล,"
                                        267  หมู่ 12  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0818817629 
                                    "
6-50-09-04/1-0025,50,09,วิสาหกิจชุมชนผู้ปลูกสตรอเบอร์รี่ลุ่มน้ำแม่งอน  อันเนื่องมาจากพระราชดำริ  52,"
                                        219  หมู่ 8  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0819932874 
                                    "
6-50-09-04/1-0028,50,09,วิสาหกิจชุมชนลำใยแปรรูป ตำบลแม่งอน,"
                                        45  หมู่ 11  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0870773694 
                                    "
6-50-09-04/1-0029,50,09,วิสาหกิจชุมชนกลุ่มผู้ผลิตลิ้นจี่และลำไย,"
                                        84/1  หมู่ 4  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0810308964 
                                    "
6-50-09-04/1-0032,50,09,วิสาหกิจชุมชนผลิต-จำหน่ายผลผลิตและผลิตภัณฑ์แปรรูปพุทรานมสดและองุ่นเคียวโฮ๊ะ,"
                                        142  หมู่ 1  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 053885200 
                                    "
6-50-09-04/1-0046,50,09,วิสาหกิจชุมชนผู้ปลูกสตรอเบอรี่อิ่วเมี่ยนอ่างขาง,"
                                        53  หมู่ 6  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0929579862 
                                    "
6-50-09-04/1-0047,50,09,วิสาหกิจชุมชนผู้ผลิตผลไม้ปลอดภัยอ่างขาง,"
                                        250  หมู่ 6  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0810323425 
                                    "
6-50-09-04/1-0052,50,09,วิสาหกิจชุมชนกลุ่มผู้ปลูกมะเขือเทศเชอรี่ลุ่มน้ำงอน,"
                                        176  หมู่ 15  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0811671517 
                                    "
6-50-09-04/1-0053,50,09,วิสาหกิจชุมชนกลุ่มผู้ปลูกมะเขือเทศเชอรี่พันธุ์ราชินี,"
                                        195  หมู่ 4  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0844825396 
                                    "
6-50-09-04/1-0054,50,09,วิสาหกิจชุมชนแปรรูปผลผลิตทางการเกษตรบ้านหลวง,"
                                        1239  หมู่ 5  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0871899388 
                                    "
6-50-09-04/1-0056,50,09,วิสาหกิจชุมชนสุราแช่ผลไม้บ้านหลวง ดอยอ่างขาง,"
                                        1239  หมู่ 5  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0625545888 
                                    "
6-50-09-04/1-0057,50,09,วิสาหกิจชุมชนแปรรูปผลผลิตทางการเกษตร บ้านป่าจี้,"
                                        45  หมู่ 11  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0870773694 
                                    "
6-50-09-04/1-0058,50,09,วิสาหกิจชุมชนเลี้ยงสัตว์แม่งอน,"
                                        120  หมู่ 4  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0879278452 
                                    "
6-50-09-04/1-0059,50,09,วิสาหกิจชุมชนสมุนไพรเชิงสุขภาพแม่งอน,"
                                        124  หมู่ 14  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0895555188 
                                    "
6-50-09-04/1-0060,50,09,วิสาหกิจชุมชนกลุ่มแม่บ้านเกษตรกรบ้านแม่งอนขี้เหล็ก,"
                                        71  หมู่ 4  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0892648208 
                                    "
6-50-09-04/1-0061,50,09,วิสาหกิจชุมชนพารากอนอำเภอฝาง,"
                                        71  หมู่ 6  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0820635876 
                                    "
6-50-09-04/1-0062,50,09,วิสาหกิจชุมชนกลุ่มเกษตรกรบ้านปางควาย,"
                                        133  หมู่ 6  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0844851520 
                                    "
6-50-09-04/1-0063,50,09,วิสาหกิจชุมชนอนุรักษ์อ่างขาง,"
                                        1282  หมู่ 5  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0843748098 
                                    "
6-50-09-04/1-0064,50,09,วิสาหกิจชุมชนกลุ่ม 1 ตำบล 1 กลุ่มเกษตรทฤษฎีใหม่ ตำบลแม่งอน,"
                                        66  หมู่ 4  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0990876633 
                                    "
6-50-09-04/1-0065,50,09,วิสาหกิจชุมชนแปรรูปผลไม้ตามฤดูกาลทางการเกษตร ตำบลแม่งอน,"
                                        80/2  หมู่ 15  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 086331564 
                                    "
6-50-09-04/1-0066,50,09,วิสาหกิจชุมชนแปรรูปผลผลิตเกษตรปลอดภัย ตำบลแม่งอน,"
                                        151/1  หมู่ 8  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0930437369 
                                    "
6-50-09-04/1-0067,50,09,วิสาหกิจชุมชนแปรรูปผลผลิตการเกษตรดอยอ่างขาง(บ้านคุ้ม),"
                                        112  หมู่ 5  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0631464089 
                                    "
6-50-09-04/1-0069,50,09,วิสาหกิจชุมชนผลไม้ปลอดภัยดอยอ่างขาง,"
                                        250  หมู่ 6  ต.แม่งอน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0898548929 
                                    "
6-50-09-05/1-0001,50,09,วิสาหกิจชุมชนสันดินแดงกระเทียมดอง,"
                                        96/1  หมู่ 9  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-05/1-0008,50,09,วิสาหกิจชุมชนน้ำผลไม้แม่บ้านแม่สูนน้อย,"
                                        221  หมู่ 3  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0857185739 
                                    "
6-50-09-05/1-0011,50,09,วิสาหกิจชุมชนส้มปลอดสารพิษชีวิตพอเพียงช้านสันดินแดง,"
                                        280  หมู่ 9  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-05/1-0022,50,09,วิสาหกิจชุมชนแปรรูปเกษตรแม่บ้านหนองยาวเหนือ,"
                                        319  หมู่ 17  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 053883954 
                                    "
6-50-09-05/1-0029,50,09,วิสาหกิจชุมชนวิสาหกิจชุมชนแม่สูนสามัคคี,"
                                        75  หมู่ 9  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0811115646 
                                    "
6-50-09-05/1-0038,50,09,วิสาหกิจชุมชนวิสาหกิจชุมชนเกษตรอินทรีย์และสมุนไพรอำเภอฝาง,"
                                        169  หมู่ 6  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0801252509 
                                    "
6-50-09-05/1-0050,50,09,วิสาหกิจชุมชนท่องเที่ยวโฮมสเตย์บ้านแม่สูนน้อย,"
                                        5  หมู่ 3  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0833196814 
                                    "
6-50-09-05/1-0053,50,09,วิสาหกิจชุมชนกลุ่มร้านค้าชุมชนสตรีบ้านเพชรไพฑูรย์,"
                                        43/1  หมู่ 8  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0833239147 
                                    "
6-50-09-05/1-0061,50,09,วิสาหกิจชุมชนศูนย์เรียนรู้เกษตรอินทรีย์,"
                                        167  หมู่ 6  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0857155234 
                                    "
6-50-09-05/1-0062,50,09,วิสาหกิจชุมชนสุขภาพดีวิถีไทยตำบลแม่สูน,"
                                        400  หมู่ 1  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 053884196 
                                    "
6-50-09-05/1-0075,50,09,วิสาหกิจชุมชนผู้เลี้ยงไก่ประดู่หางดำ เชียงใหม่ อ.ฝาง,"
                                        43/1  หมู่ 8  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 053051546 
                                    "
6-50-09-05/1-0076,50,09,วิสาหกิจชุมชนกลุ่มออมทรัพย์เพื่อการผลิตบ้านแม่สูนน้อย,"
                                        25  หมู่ 3  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-05/1-0077,50,09,วิสาหกิจชุมชนข้าวแม่สูน,"
                                        134  หมู่ 12  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0808464228 
                                    "
6-50-09-05/1-0080,50,09,วิสาหกิจชุมชนผู้ผลิตและจำหน่ายผลิตภัณฑ์จากสมุนไพรเฮ็นส์ไดมอนด์,"
                                        185  หมู่ 9  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0897004384 
                                    "
6-50-09-05/1-0081,50,09,วิสาหกิจชุมชนกลุ่มผลิตและแปรรูปสมุนไพรบ้านใหม่โป่งผา,"
                                        86  หมู่ 13  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0918568661 
                                    "
6-50-09-05/1-0082,50,09,วิสาหกิจชุมชนผู้ปลูกกระเทียมฝาง,"
                                        82  หมู่ 10  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0858700368 
                                    "
6-50-09-05/1-0083,50,09,วิสาหกิจชุมชนกลุ่มจักสานบ้านสันป่าเกี๊ยะ,"
                                        168  หมู่ 11  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0932837679 
                                    "
6-50-09-05/1-0084,50,09,วิสาหกิจชุมชนแปลงใหญ่ลิ้นจี่ อำเภอฝาง,"
                                        316  หมู่ 10  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-05/1-0085,50,09,วิสาหกิจชุมชนSmart Farmer อำเภอฝาง,"
                                        426  หมู่ 1  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0948946469 
                                    "
6-50-09-05/1-0086,50,09,วิสาหกิจชุมชนเกษตรทฤษฎีใหม่และพืชสมุนไพร,"
                                        33  หมู่ 9  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0839440140 
                                    "
6-50-09-05/1-0087,50,09,วิสาหกิจชุมชนกลุ่มเกษตรกรผู้เลี้ยงสัตว์บ้านใหม่โป่งผา,"
                                        80  หมู่ 13  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0639868058 
                                    "
6-50-09-05/1-0088,50,09,วิสาหกิจชุมชนปศุสัตว์และแปรรูปฝาง,"
                                        402  หมู่ 7  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0846147949 
                                    "
6-50-09-05/1-0089,50,09,วิสาหกิจชุมชนโรงไฟฟ้าชีวมวลประชารัฐ ต.แม่สูน อ.ฝาง จ.เชียงใหม่,"
                                        357  หมู่ 9  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0897004384 
                                    "
6-50-09-05/1-0090,50,09,วิสาหกิจชุมชนหัตถกรรมบ้านใหม่โป่งผา,"
                                        146  หมู่ 13  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0979874104 
                                    "
6-50-09-05/1-0091,50,09,วิสาหกิจชุมชนผู้ปลูกและค้าหอมหัวใหญ่,"
                                        310  หมู่ 3  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0899561382 
                                    "
6-50-09-05/1-0092,50,09,วิสาหกิจชุมชนมิตรสมุนไพรไทย,"
                                        1/2  หมู่ 16  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-05/1-0093,50,09,วิสาหกิจชุมชนไก่ดำหนานจงฟาร์ม,"
                                        316  หมู่ 14  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-05/1-0094,50,09,วิสาหกิจชุมชนเกษตรกรผู้เลี้ยงต่อ 64,"
                                        394  หมู่ 14  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0812890603 
                                    "
6-50-09-05/1-0095,50,09,วิสาหกิจชุมชนเกษตรก้าวไกล แม่สูนน้อย,"
                                        308  หมู่ 3  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0804742301 
                                    "
6-50-09-05/1-0096,50,09,วิสาหกิจชุมชนสมายฝาง,"
                                        378/1  หมู่ 1  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0936694289 
                                    "
6-50-09-05/1-0097,50,09,วิสาหกิจชุมชนปิ่นแก้วสมุนไพร,"
                                        385  หมู่ 1  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0968682816 
                                    "
6-50-09-05/1-0098,50,09,วิสาหกิจชุมชนกลุ่มผู้ปลูกโกโก้อินทรีย์แม่สูน,"
                                        191  หมู่ 9  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0657568215 
                                    "
6-50-09-05/1-0099,50,09,วิสาหกิจชุมชนเกษตรอินทรีย์ตำบลแม่สูน,"
                                        139  หมู่ 2  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0 
                                    "
6-50-09-05/1-0100,50,09,วิสาหกิจชุมชนซื้อ-ขาย ผลไม้เมืองเหนือตามฤดูกาล,"
                                        175  หมู่ 4  ต.แม่สูน  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-06/1-0008,50,09,วิสาหกิจชุมชนแม่บ้านเกษตรกรห้วยงูใน,"
                                        100/1  หมู่ 5  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0861177476 
                                    "
6-50-09-06/1-0019,50,09,วิสาหกิจชุมชนวิสาหกิจชุมชนเกษตรพัฒนาบ้านสันหนองเขียว,"
                                        212  หมู่ 13  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0870421029 
                                    "
6-50-09-06/1-0030,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านแม่มาว หมู่ที่ ๑ ต.สันทราย,"
                                        139  หมู่ 1  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 053882553 
                                    "
6-50-09-06/1-0031,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านนันทาราม หมู่ที่ ๒ ต.สันทราย,"
                                        58  หมู่ 2  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-06/1-0032,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านสันทราย หมู่ที่ ๓ ต.สันทราย,"
                                        364  หมู่ 3  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 053451586 
                                    "
6-50-09-06/1-0033,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านห้วยงูนอก หมู่ที่ ๔ ต.สันทราย,"
                                        17  หมู่ 4  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0878222845 
                                    "
6-50-09-06/1-0034,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านห้วยงูใน หมู่ที่ ๕ ต.สันทราย,"
                                        80  หมู่ 5  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0884151554 
                                    "
6-50-09-06/1-0035,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านต้นส้าน หมู่ที่ ๖ ต.สันทราย,"
                                        48  หมู่ 6  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0812873798 
                                    "
6-50-09-06/1-0036,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านสองแคว หมู่ที่ ๗ ต.สันทราย,"
                                        76  หมู่ 7  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0832080648 
                                    "
6-50-09-06/1-0037,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านสันต้นดู่ หมู่ที่ ๘ ต.สันทราย,"
                                        29  หมู่ 8  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0905649298 
                                    "
6-50-09-06/1-0038,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านห้วยงูกลาง หมู่ที่ ๙ ต.สันทราย,"
                                        155  หมู่ 9  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0810232584 
                                    "
6-50-09-06/1-0039,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านสบมาว หมู่ที่ ๑๐ ต.สันทราย,"
                                        86  หมู่ 10  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0893711342 
                                    "
6-50-09-06/1-0040,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านสันป่าข่า หมู่ที่ ๑๒ ต.สันทราย,"
                                        56  หมู่ 12  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0835177016 
                                    "
6-50-09-06/1-0041,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านใหม่สันต้นดู่ หมู่ที่ ๑๑ ต.สันทราย,"
                                        210  หมู่ 11  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์   
                                    "
6-50-09-06/1-0042,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านสันหนองเขียว หมู่ที่ ๑๓ ต.สันทราย,"
                                        172  หมู่ 13  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0827606341 
                                    "
6-50-09-06/1-0043,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านใหม่เหนือ หมู่ที่ ๑๔ ต.สันทราย,"
                                        40  หมู่ 14  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0811803419 
                                    "
6-50-09-06/1-0044,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านท่ากว้าง หมู่ที่ ๑๕ ต.สันทราย,"
                                        128  หมู่ 15  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0841718563 
                                    "
6-50-09-06/1-0045,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านสันทรายเหนือ หมู๋ที่ ๑๖ ต.สันทราย,"
                                        113  หมู่ 16  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0817654972 
                                    "
6-50-09-06/1-0046,50,09,วิสาหกิจชุมชนกลุ่มผู้สูงอายุบ้านต้นส้านใน หมู่ที่ ๑๗ ต.สันทราย,"
                                        66  หมู่ 17  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0861832647 
                                    "
6-50-09-06/1-0053,50,09,วิสาหกิจชุมชนแปรรูปผลิตภัณฑ์ข้าวไรซ์เบอรี่บ้านสันต้นดู่,"
                                        100/1  หมู่ 8  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0840420927 
                                    "
6-50-09-06/1-0054,50,09,วิสาหกิจชุมชนเกษตรมูลค่าเพิ่ม(สันต้นดู่)ฝาง,"
                                        126/1  หมู่ 8  ต.สันทราย  อ.ฝาง  จ.เชียงใหม่ โทรศัพท์ 0857166806 
                                    "
